s_no,financial_year,insurer,product_name,type_of_product,uin,date_of_approval,document_url,document_filename,local_file_path,r2_url,archive_status,scraped_at
GEN5079,2022-2023,Raheja QBE General Insurance Company Limited,Raheja QBE Bharat Griha Raksha,Main Product,IRDAN141RP0041V02202021,22-04-2022,https://irdai.gov.in/documents/37343/993134/IRDAN141RP0041V02202021.pdf/3359e92e-7f95-0431-0f0a-f6227723ff4e?version=1.0&t=1677136361508&download=true,IRDAN141RP0041V02202021.pdf,,https://insurance-data.r2.dev/nonlife/2022-2023/Raheja-QBE-General-Insurance-Company-Limited/IRDAN141RP0041V02202021_Raheja-QBE-Bharat-Griha-Raksha.pdf,Non-Archived,2025-12-01T02:55:22.201886
GEN5077,2022-2023,Raheja QBE General Insurance Company Limited,The Raheja QBE General Insurance Co Ltd Bharat Laghu Udyam Suraksha,Main Product,IRDAN141RP0042V02202021,22-04-2022,https://irdai.gov.in/documents/37343/993134/IRDAN141RP0042V02202021.pdf/1fd7db2f-f889-cc67-b34b-1ccdc3f019b7?version=1.0&t=1677136360328&download=true,IRDAN141RP0042V02202021.pdf,,https://insurance-data.r2.dev/nonlife/2022-2023/Raheja-QBE-General-Insurance-Company-Limited/IRDAN141RP0042V02202021_The-Raheja-QBE-General-Insurance-Co-Ltd-Bharat-Laghu-Udyam-Suraksha.pdf,Non-Archived,2025-12-01T02:55:22.202002
GEN5141,2022-2023,SBI General Insurance Company Limited,Emergency Medical Expenses,Add-on,IRDAN144RP0001V01201920/A0012V01202223,26-05-2022,https://irdai.gov.in/documents/37343/993134/IRDAN144RP0001V01201920A0012V01202223.pdf/91909286-e935-7932-5d3f-515b9f4fcd58?version=1.0&t=1677136359525&download=true,IRDAN144RP0001V01201920A0012V01202223.pdf,,https://insurance-data.r2.dev/nonlife/2022-2023/SBI-General-Insurance-Company-Limited/IRDAN144RP0001V01201920-A0012V01202223_Emergency-Medical-Expenses.pdf,Non-Archived,2025-12-01T02:55:22.202115
GEN5076,2022-2023,SBI General Insurance Company Limited,Emergency Medical Expenses,Add-on,IRDAN144RP0005V03201112/A0001V01202223,21-04-2022,https://irdai.gov.in/documents/37343/993134/IRDAN144RP0005V03201112A0001V01202223.pdf/f81d04cc-d18a-3d96-ce1b-48a355ad749e?version=1.0&t=1677136358770&download=true,IRDAN144RP0005V03201112A0001V01202223.pdf,,https://insurance-data.r2.dev/nonlife/2022-2023/SBI-General-Insurance-Company-Limited/IRDAN144RP0005V03201112-A0001V01202223_Emergency-Medical-Expenses.pdf,Non-Archived,2025-12-01T02:55:22.202228
GEN5126,2022-2023,SBI General Insurance Company Limited,Emergency Medical Expenses,Add-on,IRDAN144RP0006V02201819/A0013V01202223,26-05-2022,https://irdai.gov.in/documents/37343/993134/IRDAN144RP0006V02201819A0013V01202223.pdf/0ca11365-9147-3c10-ff5b-1e5abbb98c73?version=1.0&t=1677136358077&download=true,IRDAN144RP0006V02201819A0013V01202223.pdf,,https://insurance-data.r2.dev/nonlife/2022-2023/SBI-General-Insurance-Company-Limited/IRDAN144RP0006V02201819-A0013V01202223_Emergency-Medical-Expenses.pdf,Non-Archived,2025-12-01T02:55:22.202357
GEN5060,2022-2023,SBI General Insurance Company Limited,SBI General Bharat Laghu Udyam Suraksha - Deterioration of Stocks,Add-on,IRDAN144RP0030V01202021/A0002V01202223,21-04-2022,https://irdai.gov.in/documents/37343/993134/IRDAN144RP0030V01202021A0002V01202223.pdf/deb5095a-90ea-d282-c3cb-fd797e7805d1?version=1.0&t=1677136357319&download=true,IRDAN144RP0030V01202021A0002V01202223.pdf,,https://insurance-data.r2.dev/nonlife/2022-2023/SBI-General-Insurance-Company-Limited/IRDAN144RP0030V01202021-A0002V01202223_SBI-General-Bharat-Laghu-Udyam-Suraksha-Deterioration-of-Stocks.pdf,Non-Archived,2025-12-01T02:55:22.202493
GEN5068,2022-2023,SBI General Insurance Company Limited,SBI General Bharat Laghu Udyam Suraksha - Leakage and Contamination Cover,Add-on,IRDAN144RP0030V01202021/A0003V01202223,21-04-2022,https://irdai.gov.in/documents/37343/993134/IRDAN144RP0030V01202021A0003V01202223.pdf/f5707b5d-2b60-ee60-cd89-4b639156553b?version=1.0&t=1677136356314&download=true,IRDAN144RP0030V01202021A0003V01202223.pdf,,https://insurance-data.r2.dev/nonlife/2022-2023/SBI-General-Insurance-Company-Limited/IRDAN144RP0030V01202021-A0003V01202223_SBI-General-Bharat-Laghu-Udyam-Suraksha-Leakage-and-Contamination-Cover.pdf,Non-Archived,2025-12-01T02:55:22.202607
GEN5069,2022-2023,SBI General Insurance Company Limited,SBI General Bharat Laghu Udyam Suraksha - Adequacy of Sum Insured,Add-on,IRDAN144RP0030V01202021/A0004V01202223,21-04-2022,https://irdai.gov.in/documents/37343/993134/IRDAN144RP0030V01202021A0004V01202223.pdf/8a32492e-0fd9-55c5-dc6d-96c3c73e1736?version=1.0&t=1677059427587&download=true,IRDAN144RP0030V01202021A0004V01202223.pdf,,,Non-Archived,2025-12-01T02:55:22.202720
GEN5070,2022-2023,SBI General Insurance Company Limited,SBI General Bharat Laghu Udyam Suraksha - EMI Protection cover,Add-on,IRDAN144RP0030V01202021/A0005V01202223,21-04-2022,https://irdai.gov.in/documents/37343/993134/IRDAN144RP0030V01202021A0005V01202223.pdf/def1eb12-1313-96d0-6bbf-77d230ad2b11?version=1.0&t=1677059426966&download=true,IRDAN144RP0030V01202021A0005V01202223.pdf,,,Non-Archived,2025-12-01T02:55:22.202832
GEN5071,2022-2023,SBI General Insurance Company Limited,SBIGeneralBharatLaghuUdyamSuraksha - Loss of RentandAdditionalExpensesofRent foranAlternatePremises,Add-on,IRDAN144RP0030V01202021/A0006V01202223,21-04-2022,https://irdai.gov.in/documents/37343/993134/IRDAN144RP0030V01202021A0006V01202223.pdf/fe89471b-9d2a-8064-575d-7f8663592b3f?version=1.0&t=1677059426354&download=true,IRDAN144RP0030V01202021A0006V01202223.pdf,,,Non-Archived,2025-12-01T02:55:22.202943
GEN5061,2022-2023,SBI General Insurance Company Limited,SBI General Bharat Sookshma Udyam Suraksha - Deterioration of Stocks,Add-on,IRDAN144RP0031V01202021/A0007V01202223,21-04-2022,https://irdai.gov.in/documents/37343/993134/IRDAN144RP0031V01202021A0007V01202223.pdf/19758d81-70ec-bd73-7dba-0f5c48d97a64?version=1.0&t=1676422784728&download=true,IRDAN144RP0031V01202021A0007V01202223.pdf,,https://insurance-data.r2.dev/nonlife/2022-2023/SBI-General-Insurance-Company-Limited/IRDAN144RP0031V01202021-A0007V01202223_SBI-General-Bharat-Sookshma-Udyam-Suraksha-Deterioration-of-Stocks.pdf,Non-Archived,2025-12-01T02:55:22.203056
GEN5072,2022-2023,SBI General Insurance Company Limited,SBI General Bharat Sookshma Udyam Suraksha - Adequacy of Sum Insured,Add-on,IRDAN144RP0031V01202021/A0008V01202223,21-04-2022,https://irdai.gov.in/documents/37343/993134/IRDAN144RP0031V01202021A0008V01202223.pdf/89e3c0df-fce4-506b-dd6c-2dca28837efa?version=1.0&t=1676422835764&download=true,IRDAN144RP0031V01202021A0008V01202223.pdf,,https://insurance-data.r2.dev/nonlife/2022-2023/SBI-General-Insurance-Company-Limited/IRDAN144RP0031V01202021-A0008V01202223_SBI-General-Bharat-Sookshma-Udyam-Suraksha-Adequacy-of-Sum-Insured.pdf,Non-Archived,2025-12-01T02:55:22.203169
GEN5074,2022-2023,SBI General Insurance Company Limited,Involuntary betterment/technological advancements/obsolete equipment clause,Add-on,IRDAN144RP0031V01202021/A0009V01202223,21-04-2022,https://irdai.gov.in/documents/37343/993134/IRDAN144RP0031V01202021A0009V01202223.pdf/c57b4249-66d4-eed1-3418-b88946a54ff4?version=1.0&t=1677059425817&download=true,IRDAN144RP0031V01202021A0009V01202223.pdf,,,Non-Archived,2025-12-01T02:55:22.203283
GEN5075,2022-2023,SBI General Insurance Company Limited,SBI General Bharat Sookshma Udyam Suraksha - Leakage and Contamination Cover,Add-on,IRDAN144RP0031V01202021/A0010V01202223,21-04-2022,https://irdai.gov.in/documents/37343/993134/IRDAN144RP0031V01202021A0010V01202223.pdf/17216370-93e6-a9f0-ab8b-f0359c594c9f?version=1.0&t=1677059425235&download=true,IRDAN144RP0031V01202021A0010V01202223.pdf,,,Non-Archived,2025-12-01T02:55:22.203413
GEN5073,2022-2023,SBI General Insurance Company Limited,SBI General Bharat Sookshma Udyam Suraksha - EMI Protection cover,Add-on,IRDAN144RP0031V01202021/A0011V01202223,21-04-2022,https://irdai.gov.in/documents/37343/993134/IRDAN144RP0031V01202021A0011V01202223.pdf/d7c0dd3d-2736-ffcd-df09-7e63bba7cf35?version=1.0&t=1677059424705&download=true,IRDAN144RP0031V01202021A0011V01202223.pdf,,,Non-Archived,2025-12-01T02:55:22.203528
GEN5173,2022-2023,Magma HDI General Insurance Company Limited,Cover for consequential damage to engine Add-on cover under Stand-Alone Own Damage Policy for Privat,Add-on,IRDAN149RP0001V01201920/A0007V02201920,02-06-2022,https://irdai.gov.in/documents/37343/993134/IRDAN149RP0001V01201920A0007V02201920.pdf/23c0f8d4-a7c2-2dae-5ae4-7a4e85ead660?version=1.0&t=1677059424183&download=true,IRDAN149RP0001V01201920A0007V02201920.pdf,,,Non-Archived,2025-12-01T02:55:24.794486
GEN5172,2022-2023,Magma HDI General Insurance Company Limited,Cover for consequential damage to engine Add-on cover under private car package policy,Add-on,IRDAN149RP0001V02201213/A0026V02201314,02-06-2022,https://irdai.gov.in/documents/37343/993134/IRDAN149RP0001V02201213A0026V02201314.pdf/c9004dfe-94dc-6184-9770-a3c3403380e3?version=1.0&t=1677059423624&download=true,IRDAN149RP0001V02201213A0026V02201314.pdf,,,Non-Archived,2025-12-01T02:55:24.794627
GEN5171,2022-2023,Magma HDI General Insurance Company Limited,Consequential Damage to Engine- Bundled,Add-on,IRDAN149RP0003V01201819/A0023V02201819,02-06-2022,https://irdai.gov.in/documents/37343/993134/IRDAN149RP0003V01201819A0023V02201819.pdf/4377dcbf-1615-8604-63fb-cd023ebaef70?version=1.0&t=1677059422924&download=true,IRDAN149RP0003V01201819A0023V02201819.pdf,,,Non-Archived,2025-12-01T02:55:24.794749
GEN5175,2022-2023,Liberty General Insurance Limited,EV Secure Two Wheeler,Add-on,IRDAN150RP0001V01201213/A0002V01202223,06-06-2022,https://irdai.gov.in/documents/37343/993134/IRDAN150RP0001V01201213A0002V01202223.pdf/87307190-3cf2-a3b4-9653-c095bbd45d63?version=1.0&t=1677059422338&download=true,IRDAN150RP0001V01201213A0002V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.794867
GEN5065,2022-2023,Liberty General Insurance Limited,Gap Value Cover,Add-on,IRDAN150RP0001V01201920/A0005V02201920,21-04-2022,https://irdai.gov.in/documents/37343/993134/IRDAN150RP0001V01201920A0005V02201920.pdf/c3babb80-a3be-1af1-a161-76a167c2153d?version=1.0&t=1677059421644&download=true,IRDAN150RP0001V01201920A0005V02201920.pdf,,,Non-Archived,2025-12-01T02:55:24.794982
GEN5176,2022-2023,Liberty General Insurance Limited,EV Secure Two Wheeler,Add-on,IRDAN150RP0002V01201516/A0003V01202223,06-06-2022,https://irdai.gov.in/documents/37343/993134/IRDAN150RP0002V01201516A0003V01202223.pdf/eb2bd779-0c97-d40a-5400-bb6eb8c2eab3?version=1.0&t=1677059421044&download=true,IRDAN150RP0002V01201516A0003V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.795098
GEN5177,2022-2023,Liberty General Insurance Limited,EV Secure Two Wheeler,Add-on,IRDAN150RP0002V01201920/A0004V01202223,06-06-2022,https://irdai.gov.in/documents/37343/993134/IRDAN150RP0002V01201920A0004V01202223.pdf/447cb04f-6d21-f084-d172-12ed99f33c8b?version=1.0&t=1677059420455&download=true,IRDAN150RP0002V01201920A0004V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.795211
GEN5063,2022-2023,Liberty General Insurance Limited,Gap Value Cover - Bundled Cover,Add-on,IRDAN150RP0004V01201819/A0024V02201819,21-04-2022,https://irdai.gov.in/documents/37343/993134/IRDAN150RP0004V01201819A0024V02201819.pdf/0c1c87f5-0d56-031f-5017-c812f3f89b7f?version=1.0&t=1677059419840&download=true,IRDAN150RP0004V01201819A0024V02201819.pdf,,,Non-Archived,2025-12-01T02:55:24.795346
GEN5174,2022-2023,iberty General Insurance Limited,EV Secure Two Wheeler,Add on,LIRDAN150RP0007V01201819/A0001V01202223,06-06-2022,https://irdai.gov.in/documents/37343/993134/IRDAN150RP0007V01201819A0001V01202223.pdf/4b32cf17-9df2-2c30-be0a-2000e3392f3b?version=1.0&t=1677059418912&download=true,IRDAN150RP0007V01201819A0001V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.795468
GEN5062,2022-2023,Liberty General Insurance Limited,Liberty Bharat Griha Raksha,Main Product,IRDAN150RP0016V02202021,21-04-2022,https://irdai.gov.in/documents/37343/993134/IRDAN150RP0016V02202021.pdf/f6fa4721-66dc-2d47-dcac-a5a6acd42414?version=1.0&t=1677059418070&download=true,IRDAN150RP0016V02202021.pdf,,,Non-Archived,2025-12-01T02:55:24.795582
GEN5064,2022-2023,Liberty General Insurance Limited,Gap Value Cover,Add-on,IRDAN150RP0035V01201213/A0018V02201213,21-04-2022,https://irdai.gov.in/documents/37343/993134/IRDAN150RP0035V01201213A0018V02201213.pdf/942babcd-dae0-2d2b-c0a5-77a9e081eb74?version=1.0&t=1677059417409&download=true,IRDAN150RP0035V01201213A0018V02201213.pdf,,,Non-Archived,2025-12-01T02:55:24.795697
GEN5178,2022-2023,Kotak Mahindra General Insurance Company Limited,Kotak Marine Cargo Insurance - Retail,Main Product,IRDAN152RP0001V01202223,08-06-2022,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0001V01202223.pdf/a06e75b8-2cde-19dc-d8ff-0d83528f6f9f?version=1.0&t=1677059416765&download=true,IRDAN152RP0001V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.795813
GEN5248,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Griha Raksha - Incidental Expenses,Add-on,IRDAN152RP0002V01202021/A0014V01202223,26-08-2022,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0002V01202021A0014V01202223.pdf/03e88a4c-f51f-1592-2e30-18fa76cc973e?version=1.0&t=1677059416217&download=true,IRDAN152RP0002V01202021A0014V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.795930
GEN5246,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Griha Raksha - Landscaping expenses,Add-on,IRDAN152RP0002V01202021/A0015V01202223,26-08-2022,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0002V01202021A0015V01202223.pdf/6ae793cc-2b55-9d2c-c363-39a689402831?version=1.0&t=1677059415653&download=true,IRDAN152RP0002V01202021A0015V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.796043
GEN5245,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Griha Raksha - Tenants Liability,Add-on,IRDAN152RP0002V01202021/A0016V01202223,26-08-2022,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0002V01202021A0016V01202223.pdf/2aa33ffb-d0b6-e7b1-b0e8-978b6c790dc2?version=1.0&t=1677059415070&download=true,IRDAN152RP0002V01202021A0016V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.796158
GEN5219,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Laghu Udyam Suraksha - Escalation,Add-on,IRDAN152RP0003V01202021/A0007V01202223,12-07-2022,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0003V01202021A0007V01202223.pdf/1b88c590-e776-1a7e-b3d7-b9986d22c13f?version=1.0&t=1677059414423&download=true,IRDAN152RP0003V01202021A0007V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.796273
GEN5225,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Laghu Udyam Suraksha - Incidental Expenses,Add-on,IRDAN152RP0003V01202021/A0008V01202223,12-07-2022,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0003V01202021A0008V01202223.pdf/c93656ed-45c7-6a01-27e1-38a7cd24f3fa?version=1.0&t=1677059413490&download=true,IRDAN152RP0003V01202021A0008V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.796405
GEN5226,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Laghu Udyam Suraksha - Additional startup/ shut down expenses,Add-on,IRDAN152RP0003V01202021/A0009V01202223,12-07-2022,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0003V01202021A0009V01202223.pdf/0ae78a85-a015-a7f7-10b3-14012db95bc5?version=1.0&t=1677059412901&download=true,IRDAN152RP0003V01202021A0009V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.796521
GEN5227,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Laghu Udyam Suraksha - Minor works,Add-on,IRDAN152RP0003V01202021/A0010V01202223,12-07-2022,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0003V01202021A0010V01202223.pdf/70360724-a4c7-bf0d-3137-2e3dca52e43f?version=1.0&t=1677041778626&download=true,IRDAN152RP0003V01202021A0010V01202223.pdf,,https://insurance-data.r2.dev/nonlife/2022-2023/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0003V01202021-A0010V01202223_Add-on-Covers-to-Kotak-Bharat-Laghu-Udyam-Suraksha-Minor-works.pdf,Non-Archived,2025-12-01T02:55:24.796633
GEN5228,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Laghu Udyam Suraksha - Undamaged property,Add-on,IRDAN152RP0003V01202021/A0011V01202223,12-07-2022,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0003V01202021A0011V01202223.pdf/b99af331-ca73-b415-2fdf-7f28f28ff62f?version=1.0&t=1677058684232&download=true,IRDAN152RP0003V01202021A0011V01202223.pdf,,https://insurance-data.r2.dev/nonlife/2022-2023/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0003V01202021-A0011V01202223_Add-on-Covers-to-Kotak-Bharat-Laghu-Udyam-Suraksha-Undamaged-property.pdf,Non-Archived,2025-12-01T02:55:24.796751
GEN5218,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Sookshma Udyam Suraksha - Escalation,Add-on,IRDAN152RP0004V01202021/A0002V01202223,12-07-2022,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0004V01202021A0002V01202223.pdf/c525e62e-b06b-d48a-bc44-61053648aa70?version=1.0&t=1677059412211&download=true,IRDAN152RP0004V01202021A0002V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.796868
GEN5221,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Sookshma Udyam Suraksha - Incidental Expenses,Add-on,IRDAN152RP0004V01202021/A0003V01202223,12-07-2022,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0004V01202021A0003V01202223.pdf/20d99a08-8777-2090-142b-83a30070bcc5?version=1.0&t=1677059411312&download=true,IRDAN152RP0004V01202021A0003V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.796982
GEN5222,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Sookshma Udyam Suraksha - Additional startup/ shut down expenses,Add-on,IRDAN152RP0004V01202021/A0004V01202223,12-07-2022,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0004V01202021A0004V01202223.pdf/446b88aa-9744-832b-3f39-7bee6b614526?version=1.0&t=1677059410725&download=true,IRDAN152RP0004V01202021A0004V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.797098
GEN5223,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Sookshma Udyam Suraksha - Minor Works,Add-on,IRDAN152RP0004V01202021/A0005V01202223,12-07-2022,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0004V01202021A0005V01202223.pdf/bc2de338-efbd-98e0-0dc0-48f51392b2b9?version=1.0&t=1677059410155&download=true,IRDAN152RP0004V01202021A0005V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.797213
GEN5224,2022-2023,Kotak Mahindra General Insurance Company Limited,Add on Covers to Kotak Bharat Sookshma Udyam Suraksha - Undamaged property,Add-on,IRDAN152RP0004V01202021/A0006V01202223,12-07-2022,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0004V01202021A0006V01202223.pdf/9a82f6cb-bfa1-744a-bdfb-63a8ce7a8b9d?version=1.0&t=1677059409572&download=true,IRDAN152RP0004V01202021A0006V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.797343
GEN5230,2022-2023,Kotak Mahindra General Insurance Company Limited,Kotak Maxima Commercial General Liability Insurance,Main Product,IRDAN152RP0012V01202223,13-07-2022,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0012V01202223.pdf/45ab482f-7307-8487-af82-18a7e75043f6?version=1.0&t=1677059408952&download=true,IRDAN152RP0012V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.797462
GEN5243,2022-2023,Kotak Mahindra General Insurance Company Limited,Kotak Machinery Loss of Profits Insurance,Main Product,IRDAN152RP0013V01202223,29-07-2022,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0013V01202223.pdf/6dedde98-af70-bfef-452a-430159f616b8?version=1.0&t=1677059408384&download=true,IRDAN152RP0013V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.797577
GEN5247,2022-2023,Kotak Mahindra General Insurance Company Limited,Kotak Maxima Directors and Officers Liability Insurance,Main Product,IRDAN152RP0017V01202223,26-08-2022,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0017V01202223.pdf/9a99b257-43ae-0382-9506-7740be87fe10?version=1.0&t=1677059407731&download=true,IRDAN152RP0017V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.797693
GEN5273,2022-2023,Kotak Mahindra General Insurance Company Limited,Kotak Maxima Public Liability Insurance,Main Product,IRDAN152RP0018V01202223,22-09-2022,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0018V01202223.pdf/c51778da-3179-a2a0-b9d4-a12f8016ce6f?version=1.0&t=1677059407134&download=true,IRDAN152RP0018V01202223.pdf,,,Non-Archived,2025-12-01T02:55:24.797806
